"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Middle income","MIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.0977633597534","41.7506540101638","42.6036284649018","43.3017556388216","44.3888776305027","45.4573850543938","46.4835400564428","47.6246243419542","48.9192226053022","50.5263027683344","51.9320033047745","53.4542616914488","55.1748517457694","56.7400437032935","58.673933957095","60.4751109010011","62.2057779923161","64.2632149431509","66.1954567314856","68.0397576339428","69.7659429252872","",
"North Macedonia","MKD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.55","58.4","59.1","60.55","61.3","62.4","63.1","64.7","65.8","66.7","68.1","68.9","69.8","71","72.3","73.1","74.2","75.45","76.8","77.3","78.1","",
"Mali","MLI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.700000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.800000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","",
"Malta","MLT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Myanmar","MMR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","3.1","3.3","3.6","4.1","4.6","5.4","6.19999999999999","7.05","8.4","9.8","11.5","13.4","15.1","17.5","19.6","21.8","24","26.4","28.9","31.25","",
"Middle East & North Africa (excluding high income)","MNA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.7492613678689","88.0725548343056","89.3453743545437","90.4697871885386","91.4249864450557","92.2491366855172","92.9723493262133","93.5463349402343","93.9677180506202","94.372365970865","94.6268615108745","94.8938149634422","95.0004224951176","95.0848469113848","95.2028547118031","95.2525927283111","95.2951431120646","95.3663922764208","95.3068776397147","95.2884522049901","95.2219942454076","",
"Montenegro","MNE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.35","67.4","67.3","66.9","66.6","66.3","65.2","64.8","64.2","63.3","63","62.6","61.9","61.7","61.45","61.4","61.5","61.7","61.8","62","62.4","",
"Mongolia","MNG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.8","23.1","23.6","24.3","25.3","26","27.6","28.8","30.8","33","35.2","37","38.6","40.8","42.6","44.15","45.6","47.2","48.7","50.1","51.8","",
"Northern Mariana Islands","MNP","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.3","2.3","2.4","2.4","2.5","2.5","2.7","2.7","2.9","3.1","3.1","3.4","3.5","3.7","3.9","4.2","4.35","4.6","4.8","5.1","",
"Mauritania","MRT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6","31.4","33.2","34.5","36.1","37.7","38.7","39.8","40.9","41.3","41.8","42.6","42.7","43","43.1","43.1","43.3","43.2","43.3","43","42.6","",
"Mauritius","MUS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.6","94.1","94.7","95.05","95.5","95.8","96.1","96.3","96.5","96.7","96.8","96.9","97.1","97.1","97.25","97.2","97.1","97.1","97","96.9","96.8","",
"Malawi","MWI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1","2.1","2.1","2.1","2.2","2.3","2.3","2.4","2.45","2.5","2.5","2.4","2.3","2.2","2","1.8","1.6","1.3","1.2","1","",
"Malaysia","MYS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98.1","98.2","98.1","98.1","98.1","98","98","97.7","97.7","97.6","97.4","97.2","97.1","96.8","96.6","96.5","96.1","95.8","95.5","",
"North America","NAC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Namibia","NAM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.7","34","35","35.9","36.4","37.3","37.9","38.6","39.5","40.1","40.9","41.5","42.2","43","43.6","44.3","45.2","45.6","46","46.5","46.8","",
"New Caledonia","NCL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.900000000000001","1","1","1","1","1","1","1.1","1.1","1.1","1.3","1.3","1.4","1.5","1.6","1.7","1.8","1.9","2.1","2.3","2.4","",
"Nigeria","NGA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0.900000000000012","1","1","1","1.1","1.29999999999999","1.4","1.6","1.89999999999999","2.2","2.69999999999999","3.4","4.2","5.4","6.85","8.7","10.7","12.9","15","",
"Nicaragua","NIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9","35","36","37","38.2","39.1","40.2","41.2","42.5","43.4","44.7","46","47.2","48.2","49.3","50.5","51.7","52.85","53.8","55.1","56.2","",
"Netherlands","NLD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Norway","NOR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Nepal","NPL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.70000000000001","6.90000000000001","8.30000000000001","9.9","11.4","13.1","14.7","16.5","18.1","19.8","21.6","23.2","24.6","26.1","27.6","29","30.2","31.4","32.3","33.6","34.8","",
"Nauru","NRU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"New Zealand","NZL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"OECD members","OED","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2838402124605","97.3851692770782","97.5033150465419","97.5833233260616","97.652362324375","97.729406847374","97.7546305177379","97.795845947651","97.8314689342958","97.842692186011","97.8608631919381","97.8617961580613","97.8576753845519","97.8868411187659","97.9041066802939","97.9219835296157","97.9756455004649","97.9889822722468","98.0089077787326","98.0275637887555","98.0479483294452","",
"Oman","OMN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Other small states","OSS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.4349488650469","47.0308061176639","47.6645524675952","48.3291996604883","49.0147441239173","49.8403596625587","50.7733787900473","51.7562734743652","52.7286152462493","53.4956108785543","54.0600260618895","54.493301091024","54.9192521698557","55.3741327545615","55.9200406710725","56.4386513948592","56.9233401720629","57.2823438845698","57.5363767005225","57.650925241749","57.6868676290155","",
"Pakistan","PAK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7","24.4","25.6","26.7","27.65","28.8","30.2","31.5","32.8","33.9","35.7","36.9","38.2","39.6","41","42.1","43.3","44.8","46.3","47.8","49.3","",
"Panama","PAN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80.9","81.6","82.5","83","83.7","84.1","84.9","85.4","85.9","86.4","86.9","87","87.1","87.6","87.5","87.7","87.9","87.6","87.6","87.6","",
"Peru","PER","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1","45.7","48.7","51.2","53.8","56.2","58.3","60.3","62.3","63.8","65.9","67.5","69.7","71.7","73.7","75.8","77.7","79.6","81.5","83.25","85.1","",
"Philippines","PHL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9","39.15","39.6","40.1","40.9","40.9","41.4","40.9","40.8","40.9","40.7","40.6","40.7","40.9","42","42.2","43.3","44.1","45.4","46.5","48","",
"Palau","PLW","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Papua New Guinea","PNG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.69999999999999","5.89999999999999","6.09999999999999","6.09999999999999","6.49999999999999","6.69999999999999","6.9","7.1","7.40000000000001","7.7","7.8","8.2","8.2","8.5","8.7","8.85","8.8","9","9.1","9.4","",
"Poland","POL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Pre-demographic dividend","PRE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.85892898420749","8.24602337585768","8.55040924830526","8.96859293448257","9.34967759345854","9.74482399884551","10.1475586791976","10.4510728112907","10.8035124456615","11.2521829679431","11.6890391012112","12.1796482906454","12.6828797975895","13.2522638594427","13.7944044912823","14.3807942227634","15.0617594290755","15.7778034094234","16.5030805387005","17.3262476016713","18.0590424181955","",
"Puerto Rico","PRI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.5","2.8","3","3.2","3.6","3.89999999999999","4.4","4.8","5.29999999999999","5.89999999999999","6.29999999999999","6.9","7.3","8.1","8.35","9","9.5","10.3","10.8","11.5","",
"Portugal","PRT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Paraguay","PRY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.2","48.9","48.6","48.4","48.6","49.1","50.3","51.7","53.7","55.6","57.45","59.7","61.3","63.1","64.3","65.4","66.2","66.8","67.4","68","68.6","",
"West Bank and Gaza","PSE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0129319949383","21.1861519005248","21.338244111001","21.584447332433","21.8879007660264","22.1222733594686","22.5599411240532","22.873390644892","23.3153443517361","23.7675120565481","24.2111136216592","24.8145502224911","25.3947483232458","26.2434029445972","26.8930721138416","27.743567643021","28.5795447906147","29.3767240827561","30.2553672059807","31.2680464261633","31.9300771110078","",
"Post-demographic dividend","PST","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7495123121484","98.8460255949764","98.9330578170005","99.0181682914569","99.0772407361258","99.1388867119097","99.1959235193222","99.2476541662377","99.2830380718398","99.3181097622174","99.3467788219141","99.3790935784814","99.3996270020305","99.4193700900712","99.4361654751157","99.4481112988379","99.4662160436784","99.5388609182483","99.5529739308327","99.5553070978077","99.5638975750497","",
"French Polynesia","PYF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Romania","ROU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.4","73.4","74.2","75.6","77","78","79.1","80.2","81.5","82.1","83.2","84.3","84.8","85.3","85.8","86.2","86.5","87.1","87.1","87.7","87.7","",
"Russian Federation","RUS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9","99.9","99.8","99.7","99.6","99.4","99","98.7","98.2","97.7","97","96.1","95.3","94.4","93.5","92.3","91.2","90.3","89.2","87.8","86.3","",
"Rwanda","RWA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.4","0.5","0.600000000000001","0.900000000000001","1.1","1.4","1.9","2.4","",
"South Asia","SAS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.591060659903","21.547760293506","22.7072337296717","23.7972365994036","25.0326763124514","26.2272901860343","27.1780486578199","28.2311528687225","29.6011544385557","31.3695796628828","32.7763428009875","34.4198228249658","36.5077271581421","38.3318360732766","41.054144709837","43.8807559680183","46.5477737635545","50.165401869309","53.475885538568","56.8753309576933","60.20350315072","",
"Saudi Arabia","SAU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Sudan","SDN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","9.5","11.2","13.4","15.5","17.9","21.3","24.15","26.6","29.7","32.5","35.6","38.95","40.95","43.3","45.4","47.9","49.8","51.3","53.6","54.7","",
"Senegal","SEN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.8","35.9","37","37.9","38.5","38.8","38.4","37.6","36.7","35.4","33.85","32.4","30.8","29.3","28.4","27.3","26.5","25.9","25.2","24.7","24.2","",
"Singapore","SGP","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Solomon Islands","SLB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","8.7","8.6","8.6","8.5","8.4","8.3","8.2","8.2","8.2","8.1","8.2","8.2","8.2","8.4","8.4","8.6","8.6","8.9","9.2","9.1","",
"Sierra Leone","SLE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.600000000000001","0.650000000000001","0.700000000000001","0.800000000000001","",
"El Salvador","SLV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.9","59.95","62","63.9","65.8","67.7","69.4","71.4","73.1","75.1","76.8","78.7","80.3","82.1","84","85.5","86.9","88.2","89.4","90.75","91.8","",
"San Marino","SMR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Somalia","SOM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.5","0.5","0.600000000000001","0.600000000000001","0.700000000000001","0.700000000000001","0.800000000000001","1","1.1","1.3","1.4","1.6","1.8","2","2.3","2.4","2.7","2.9","3.2","",
"Serbia","SRB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.6","58.8","59.8","60.6","62","62.5","63.6","64.6","65.3","66.1","67.4","67.9","69.2","70.45","71.6","73","74.4","75.7","77.3","78.6","79.8","",
"Sub-Saharan Africa (excluding high income)","SSA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.96034347985426","9.21653694114063","9.45279884886035","9.73470460047255","10.0060479170761","10.3209045577414","10.70331923438","11.0783898697202","11.4103648906388","11.7902103993183","12.1553639850186","12.5697525206609","12.9787012648557","13.3971753326189","13.8665174827804","14.4005426665964","15.0175794684695","15.6008805872328","16.2430640169504","16.9898180109762","17.6329557047977","",
"South Sudan","SSD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Sub-Saharan Africa","SSF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.97134765293982","9.22723369888387","9.46351094945857","9.74498583490459","10.0159900281108","10.3305927418065","10.7129048241997","11.0877245505238","11.4196166381011","11.7992075565679","12.1643271995095","12.5782067273883","12.9869698593055","13.4053314069666","13.874534821596","14.4084703233803","15.0253445953826","15.6084839135339","16.2504829671489","16.9970436164936","17.6399999254062","",
"Small states","SST","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0321202925586","52.6648486482759","53.3008463723325","53.9561526829557","54.6188681733842","55.3766795513826","56.1419575620734","56.9350310346795","57.7124640170171","58.3388848058338","58.8011269513679","59.2010499729768","59.5563627921154","59.9404690559092","60.3639279615874","60.7479916640859","61.1172212409576","61.3780278787022","61.5928857164656","61.7058767877089","61.707732831468","",
"Sao Tome and Principe","STP","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.4","0.499999999999989","0.5","0.600000000000001","0.700000000000001","0.800000000000001","0.900000000000001","1.09999999999999","1.2","1.30000000000001","1.5","1.7","1.9","2.1","2.3","2.6","2.69999999999999","3","3.29999999999999","",
"Suriname","SUR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.9","78.85","79.8","80.9","82","82.8","83.5","84.6","85.3","86.3","87.1","88","89","89.8","90.6","91.2","92","92.7","93.3","93.9","94.5","",
"Slovak Republic","SVK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Slovenia","SVN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Sweden","SWE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Eswatini","SWZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3","25.4","26.4","27.8","29.3","30.1","31.8","33.7","35.3","37.1","39.1","41","42.7","44.2","46.3","47.6","49.2","50.6","52.4","53.8","55.4","",
"Sint Maarten (Dutch part)","SXM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Syrian Arab Republic","SYR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6","98.7","98.9","98.8","98.9","98.9","98.9","98.9","98.8","98.7","98.6","98.4","98.4","98.2","98","97.9","97.6","97.6","97.2","97.3","96.9","",
"Turks and Caicos Islands","TCA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.8","2.5","2.5","2.45","2.4","2.4","2.3","2.3","2.5","2.6","2.8","2.9","3.3","3.7","4.1","4.6","5.1","5.5","6.10000000000001","6.79999999999999","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9870957265136","36.5405601481763","37.485078338354","38.1053003349182","39.6559002086335","41.1992743053111","42.9037108501552","44.8510388615234","46.9819974039244","49.6297853382378","52.0860581786281","54.6912181922042","57.4449514496334","60.0000120118269","62.7640117630877","65.1063885830938","67.3460083414085","69.7981222055396","72.0972041286997","74.0671570592581","75.8435161266912","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.1195039976645","89.6699044111912","90.1170965867683","90.5963363673059","91.030046290926","91.4084219569109","91.6892836349765","91.9728812084385","92.1712402148123","92.2854557916018","92.3661571259769","92.3302969633592","92.3016134119515","92.1850391273132","92.0613936839814","91.8211277004841","91.6155733127517","91.4598844762011","91.158338754838","90.7994904416537","90.3499401033034","",
"Togo","TGO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.600000000000001","0.700000000000001","0.800000000000001","1","1.3","1.6","1.9","2.4","2.9","3.4","4","4.5","5.3","5.99999999999999","6.59999999999999","7.3","8","8.6","9.25","10.1","",
"Thailand","THA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9","58.6","61.1","63","64.6","66.4","68.2","69.6","71.1","72.6","73.6","74.7","75.9","77.1","77.9","78.9","80.1","80.8","81.7","82.7","83.6","",
